#t                         ExternalField.h_x         ExternalField.h_y         ExternalField.h_z         m_x                       m_y                       m_z                   
+1.639999999999996e-09    +0.000000000000000e+00    +1.631338166738551e+05    +0.000000000000000e+00    -1.478194198300889e-01    -1.710082701684215e-01    +1.451668380048105e-02
+1.649999999999996e-09    +0.000000000000000e+00    +1.641285350682079e+05    +0.000000000000000e+00    -1.476362061941499e-01    -1.706376996274986e-01    +1.506200832414195e-02
+1.659999999999996e-09    +0.000000000000000e+00    +1.651232534625606e+05    +0.000000000000000e+00    -1.474519555639784e-01    -1.702696885969095e-01    +1.560291326661127e-02
+1.669999999999996e-09    +0.000000000000000e+00    +1.661179718569134e+05    +0.000000000000000e+00    -1.472667004865498e-01    -1.699042083443699e-01    +1.613945805587538e-02
+1.679999999999996e-09    +0.000000000000000e+00    +1.671126902512662e+05    +0.000000000000000e+00    -1.470804593538727e-01    -1.695412216304845e-01    +1.667169790496805e-02
+1.689999999999996e-09    +0.000000000000000e+00    +1.681074086456189e+05    +0.000000000000000e+00    -1.468932745156643e-01    -1.691806948500919e-01    +1.719968399309097e-02
+1.699999999999996e-09    +0.000000000000000e+00    +1.691021270399717e+05    +0.000000000000000e+00    -1.467051701472344e-01    -1.688225993092167e-01    +1.772347115348346e-02
+1.709999999999996e-09    +0.000000000000000e+00    +1.700968454343245e+05    +0.000000000000000e+00    -1.465161734615970e-01    -1.684668981665766e-01    +1.824310710132315e-02
+1.719999999999996e-09    +0.000000000000000e+00    +1.710915638286773e+05    +0.000000000000000e+00    -1.463263098800316e-01    -1.681135635185663e-01    +1.875865224194059e-02
+1.729999999999996e-09    +0.000000000000000e+00    +1.720862822230301e+05    +0.000000000000000e+00    -1.461356074621981e-01    -1.677625611761371e-01    +1.927014779783853e-02
+1.739999999999996e-09    +0.000000000000000e+00    +1.730810006173829e+05    +0.000000000000000e+00    -1.459440933455506e-01    -1.674138585789303e-01    +1.977764364230374e-02
+1.749999999999996e-09    +0.000000000000000e+00    +1.740757190117356e+05    +0.000000000000000e+00    -1.457517913442993e-01    -1.670674273621098e-01    +2.028118860189848e-02
+1.759999999999996e-09    +0.000000000000000e+00    +1.750704374060884e+05    +0.000000000000000e+00    -1.455587190951681e-01    -1.667232381462218e-01    +2.078082870279498e-02
+1.769999999999996e-09    +0.000000000000000e+00    +1.760651558004411e+05    +0.000000000000000e+00    -1.453649057522586e-01    -1.663812643686998e-01    +2.127661172190152e-02
+1.779999999999996e-09    +0.000000000000000e+00    +1.770598741947939e+05    +0.000000000000000e+00    -1.451703783156669e-01    -1.660414749110014e-01    +2.176858727296869e-02
+1.789999999999996e-09    +0.000000000000000e+00    +1.780545925891466e+05    +0.000000000000000e+00    -1.449751541141218e-01    -1.657038458327321e-01    +2.225679254134954e-02
+1.799999999999996e-09    +0.000000000000000e+00    +1.790493109834995e+05    +0.000000000000000e+00    -1.447792575802321e-01    -1.653683455182551e-01    +2.274127655846858e-02
+1.809999999999996e-09    +0.000000000000000e+00    +1.800440293778522e+05    +0.000000000000000e+00    -1.445827043690106e-01    -1.650349519783821e-01    +2.322207727344537e-02
+1.819999999999996e-09    +0.000000000000000e+00    +1.810387477722050e+05    +0.000000000000000e+00    -1.443855210296626e-01    -1.647036354200893e-01    +2.369923984351012e-02
+1.829999999999996e-09    +0.000000000000000e+00    +1.820334661665578e+05    +0.000000000000000e+00    -1.441877261693094e-01    -1.643743748785250e-01    +2.417281205929944e-02
+1.839999999999996e-09    +0.000000000000000e+00    +1.830281845609105e+05    +0.000000000000000e+00    -1.439893398196186e-01    -1.640471412993115e-01    +2.464282789975221e-02
+1.849999999999996e-09    +0.000000000000000e+00    +1.840229029552633e+05    +0.000000000000000e+00    -1.437903829240540e-01    -1.637219095182997e-01    +2.510932710293481e-02
+1.859999999999996e-09    +0.000000000000000e+00    +1.850176213496160e+05    +0.000000000000000e+00    -1.435908734540721e-01    -1.633986573611713e-01    +2.557235168506577e-02
+1.869999999999996e-09    +0.000000000000000e+00    +1.860123397439689e+05    +0.000000000000000e+00    -1.433908247432933e-01    -1.630773604149180e-01    +2.603194159346839e-02
+1.879999999999996e-09    +0.000000000000000e+00    +1.870070581383217e+05    +0.000000000000000e+00    -1.431902609991917e-01    -1.627579974656521e-01    +2.648813281495043e-02
+1.889999999999996e-09    +0.000000000000000e+00    +1.880017765326745e+05    +0.000000000000000e+00    -1.429891978480408e-01    -1.624405447368502e-01    +2.694096602669801e-02
+1.899999999999996e-09    +0.000000000000000e+00    +1.889964949270273e+05    +0.000000000000000e+00    -1.427876535118765e-01    -1.621249765861021e-01    +2.739047679643573e-02
+1.909999999999997e-09    +0.000000000000000e+00    +1.899912133213800e+05    +0.000000000000000e+00    -1.425856443073727e-01    -1.618112713721563e-01    +2.783670085555589e-02
+1.919999999999997e-09    +0.000000000000000e+00    +1.909859317157329e+05    +0.000000000000000e+00    -1.423831842816772e-01    -1.614994116252539e-01    +2.827967333652738e-02
+1.929999999999997e-09    +0.000000000000000e+00    +1.919806501100856e+05    +0.000000000000000e+00    -1.421802909822739e-01    -1.611893718681950e-01    +2.871943242854155e-02
+1.939999999999997e-09    +0.000000000000000e+00    +1.929753685044385e+05    +0.000000000000000e+00    -1.419769793000208e-01    -1.608811346833650e-01    +2.915601114263426e-02
+1.949999999999997e-09    +0.000000000000000e+00    +1.939700868987912e+05    +0.000000000000000e+00    -1.417732667612799e-01    -1.605746798196248e-01    +2.958944655489262e-02
+1.959999999999997e-09    +0.000000000000000e+00    +1.949648052931441e+05    +0.000000000000000e+00    -1.415691683579223e-01    -1.602699823091442e-01    +3.001976897396339e-02
+1.969999999999998e-09    +0.000000000000000e+00    +1.959595236874968e+05    +0.000000000000000e+00    -1.413646940081619e-01    -1.599670280213071e-01    +3.044701006133741e-02
+1.979999999999998e-09    +0.000000000000000e+00    +1.969542420818497e+05    +0.000000000000000e+00    -1.411598619640322e-01    -1.596657957765205e-01    +3.087120673874950e-02
+1.989999999999998e-09    +0.000000000000000e+00    +1.979489604762024e+05    +0.000000000000000e+00    -1.409546860416061e-01    -1.593662610417416e-01    +3.129238443114999e-02
+1.999999999999998e-09    +0.000000000000000e+00    +1.989436788705552e+05    +0.000000000000000e+00    -1.407491749086959e-01    -1.590684100945731e-01    +3.171059158648113e-02
+2.009999999999998e-09    +0.000000000000000e+00    +1.999383972649080e+05    +0.000000000000000e+00    -1.405433463806568e-01    -1.587722263243779e-01    +3.212584321429580e-02
+2.019999999999998e-09    +0.000000000000000e+00    +2.009331156592607e+05    +0.000000000000000e+00    -1.403372156968748e-01    -1.584776864431229e-01    +3.253817301736583e-02
+2.029999999999999e-09    +0.000000000000000e+00    +2.019278340536137e+05    +0.000000000000000e+00    -1.401307914067732e-01    -1.581847750192273e-01    +3.294761310455627e-02
+2.039999999999999e-09    +0.000000000000000e+00    +2.029225524479664e+05    +0.000000000000000e+00    -1.399240850684404e-01    -1.578934747060923e-01    +3.335419292863059e-02
+2.049999999999999e-09    +0.000000000000000e+00    +2.039172708423192e+05    +0.000000000000000e+00    -1.397171096923967e-01    -1.576037711687194e-01    +3.375794292169946e-02
+2.059999999999999e-09    +0.000000000000000e+00    +2.049119892366720e+05    +0.000000000000000e+00    -1.395098794590658e-01    -1.573156378988695e-01    +3.415889286035401e-02
+2.069999999999999e-09    +0.000000000000000e+00    +2.059067076310247e+05    +0.000000000000000e+00    -1.393024037608638e-01    -1.570290667815134e-01    +3.455706661524105e-02
+2.079999999999999e-09    +0.000000000000000e+00    +2.069014260253776e+05    +0.000000000000000e+00    -1.390946932617383e-01    -1.567440363168201e-01    +3.495249968212896e-02
+2.090000000000000e-09    +0.000000000000000e+00    +2.078961444197303e+05    +0.000000000000000e+00    -1.388867604544784e-01    -1.564605352952748e-01    +3.534521451040624e-02
+2.100000000000000e-09    +0.000000000000000e+00    +2.088908628140832e+05    +0.000000000000000e+00    -1.386786168137372e-01    -1.561785455684630e-01    +3.573523913618411e-02
+2.110000000000000e-09    +0.000000000000000e+00    +2.098855812084360e+05    +0.000000000000000e+00    -1.384702717502344e-01    -1.558980508905189e-01    +3.612259940879593e-02
+2.120000000000000e-09    +0.000000000000000e+00    +2.108802996027888e+05    +0.000000000000000e+00    -1.382617326721294e-01    -1.556190351505003e-01    +3.650732313871508e-02
+2.130000000000000e-09    +0.000000000000000e+00    +2.118750179971415e+05    +0.000000000000000e+00    -1.380530124992981e-01    -1.553414822405232e-01    +3.688943891477879e-02
+2.140000000000000e-09    +0.000000000000000e+00    +2.128697363914944e+05    +0.000000000000000e+00    -1.378441216953290e-01    -1.550653797971966e-01    +3.726897119391579e-02
+2.150000000000001e-09    +0.000000000000000e+00    +2.138644547858471e+05    +0.000000000000000e+00    -1.376350708232550e-01    -1.547907107705876e-01    +3.764594310830362e-02
+2.160000000000001e-09    +0.000000000000000e+00    +2.148591731802000e+05    +0.000000000000000e+00    -1.374258669556106e-01    -1.545174625106509e-01    +3.802038070772567e-02
+2.170000000000001e-09    +0.000000000000000e+00    +2.158538915745527e+05    +0.000000000000000e+00    -1.372165176237341e-01    -1.542456205712128e-01    +3.839230901307078e-02
+2.180000000000001e-09    +0.000000000000000e+00    +2.168486099689055e+05    +0.000000000000000e+00    -1.370070339957034e-01    -1.539751683918402e-01    +3.876175403452027e-02
+2.190000000000001e-09    +0.000000000000000e+00    +2.178433283632583e+05    +0.000000000000000e+00    -1.367974220053083e-01    -1.537060959266051e-01    +3.912873866898239e-02
+2.200000000000002e-09    +0.000000000000000e+00    +2.188380467576110e+05    +0.000000000000000e+00    -1.365877009542885e-01    -1.534383832648818e-01    +3.949328571438023e-02
+2.210000000000002e-09    +0.000000000000000e+00    +2.198327651519639e+05    +0.000000000000000e+00    -1.363778667663274e-01    -1.531720227592267e-01    +3.985542049383813e-02
+2.220000000000002e-09    +0.000000000000000e+00    +2.208274835463167e+05    +0.000000000000000e+00    -1.361679303759438e-01    -1.529069998176513e-01    +4.021516637259148e-02
+2.230000000000002e-09    +0.000000000000000e+00    +2.218222019406695e+05    +0.000000000000000e+00    -1.359579064459285e-01    -1.526433016962092e-01    +4.057254118043029e-02
+2.240000000000002e-09    +0.000000000000000e+00    +2.228169203350223e+05    +0.000000000000000e+00    -1.357477968278835e-01    -1.523809157974760e-01    +4.092757311864349e-02
+2.250000000000002e-09    +0.000000000000000e+00    +2.238116387293750e+05    +0.000000000000000e+00    -1.355376065477394e-01    -1.521198271625666e-01    +4.128028121324375e-02
+2.260000000000003e-09    +0.000000000000000e+00    +2.248063571237279e+05    +0.000000000000000e+00    -1.353273492713823e-01    -1.518600204156846e-01    +4.163069035765841e-02
+2.270000000000003e-09    +0.000000000000000e+00    +2.258010755180806e+05    +0.000000000000000e+00    -1.351170333364030e-01    -1.516014886651760e-01    +4.197882131899045e-02
+2.280000000000003e-09    +0.000000000000000e+00    +2.267957939124335e+05    +0.000000000000000e+00    -1.349066551123083e-01    -1.513442141066516e-01    +4.232468849261935e-02
+2.290000000000003e-09    +0.000000000000000e+00    +2.277905123067862e+05    +0.000000000000000e+00    -1.346962341825843e-01    -1.510881934608581e-01    +4.266832620408247e-02
+2.300000000000003e-09    +0.000000000000000e+00    +2.287852307011391e+05    +0.000000000000000e+00    -1.344857699543709e-01    -1.508334109204391e-01    +4.300973920643862e-02
+2.310000000000003e-09    +0.000000000000000e+00    +2.297799490954918e+05    +0.000000000000000e+00    -1.342752715549332e-01    -1.505798558616054e-01    +4.334896067994705e-02
+2.320000000000004e-09    +0.000000000000000e+00    +2.307746674898447e+05    +0.000000000000000e+00    -1.340647470770782e-01    -1.503275107778763e-01    +4.368600759748819e-02
+2.330000000000004e-09    +0.000000000000000e+00    +2.317693858841974e+05    +0.000000000000000e+00    -1.338542015187580e-01    -1.500763700876605e-01    +4.402089941267507e-02
+2.340000000000004e-09    +0.000000000000000e+00    +2.327641042785502e+05    +0.000000000000000e+00    -1.336436398108951e-01    -1.498264219717529e-01    +4.435365304839643e-02
+2.350000000000004e-09    +0.000000000000000e+00    +2.337588226729030e+05    +0.000000000000000e+00    -1.334330698131738e-01    -1.495776517105642e-01    +4.468429137572215e-02
+2.360000000000004e-09    +0.000000000000000e+00    +2.347535410672557e+05    +0.000000000000000e+00    -1.332224968311958e-01    -1.493300541579878e-01    +4.501282980154152e-02
+2.370000000000004e-09    +0.000000000000000e+00    +2.357482594616087e+05    +0.000000000000000e+00    -1.330119276226301e-01    -1.490836130899471e-01    +4.533929669830730e-02
+2.380000000000005e-09    +0.000000000000000e+00    +2.367429778559614e+05    +0.000000000000000e+00    -1.328013667448520e-01    -1.488383228995642e-01    +4.566369894397850e-02
+2.390000000000005e-09    +0.000000000000000e+00    +2.377376962503142e+05    +0.000000000000000e+00    -1.325908187722333e-01    -1.485941676903337e-01    +4.598606364122913e-02
+2.400000000000005e-09    +0.000000000000000e+00    +2.387324146446670e+05    +0.000000000000000e+00    -1.323802931046784e-01    -1.483511385078737e-01    +4.630640544404320e-02
+2.410000000000005e-09    +0.000000000000000e+00    +2.397271330390199e+05    +0.000000000000000e+00    -1.321697932992970e-01    -1.481092306823929e-01    +4.662474161254022e-02
+2.420000000000005e-09    +0.000000000000000e+00    +2.407218514333726e+05    +0.000000000000000e+00    -1.319593229339182e-01    -1.478684293859795e-01    +4.694108980734674e-02
+2.430000000000005e-09    +0.000000000000000e+00    +2.417165698277253e+05    +0.000000000000000e+00    -1.317488898327185e-01    -1.476287270220690e-01    +4.725546768229556e-02
+2.440000000000006e-09    +0.000000000000000e+00    +2.427112882220782e+05    +0.000000000000000e+00    -1.315384945698617e-01    -1.473901153987884e-01    +4.756789595672608e-02
+2.450000000000006e-09    +0.000000000000000e+00    +2.437060066164309e+05    +0.000000000000000e+00    -1.313281469272717e-01    -1.471525807156490e-01    +4.787839157323749e-02
+2.460000000000006e-09    +0.000000000000000e+00    +2.447007250107838e+05    +0.000000000000000e+00    -1.311178500989400e-01    -1.469161103981828e-01    +4.818696824367656e-02
+2.470000000000006e-09    +0.000000000000000e+00    +2.456954434051365e+05    +0.000000000000000e+00    -1.309076098398329e-01    -1.466807014666713e-01    +4.849364446431864e-02
+2.480000000000006e-09    +0.000000000000000e+00    +2.466901617994894e+05    +0.000000000000000e+00    -1.306974281665457e-01    -1.464463430482927e-01    +4.879843329627727e-02
+2.490000000000006e-09    +0.000000000000000e+00    +2.476848801938422e+05    +0.000000000000000e+00    -1.304873118123041e-01    -1.462130235044457e-01    +4.910135506040967e-02
+2.500000000000007e-09    +0.000000000000000e+00    +2.486795985881948e+05    +0.000000000000000e+00    -1.302772627517174e-01    -1.459807397305266e-01    +4.940242593433518e-02
+2.510000000000007e-09    +0.000000000000000e+00    +2.496743169825477e+05    +0.000000000000000e+00    -1.300672875070742e-01    -1.457494756948083e-01    +4.970166205787318e-02
+2.520000000000007e-09    +0.000000000000000e+00    +2.506690353769005e+05    +0.000000000000000e+00    -1.298573910925026e-01    -1.455192276782988e-01    +4.999907761239895e-02
